text,label
"yoo??",greeting
"keren!",greeting
"dadah please",greeting
"tolong met pagi",greeting
"bagus",greeting
"ini dari rph mana ya?",batch_trace
"apa itu halal value chain please",knowledge_query
"sorry daging tahan brp lama di freezer?",out_of_scope
"risiko investasi properti",out_of_scope
"nanya dong risk register sudah kah di-update?",risk_check
"semua titik kritis aman?",risk_check
"BOLEH TANYA",greeting
"sorry lppom itu apa?",knowledge_query
"YANG PALING SIH URGENT DIPERBAIKI APAAN?",risk_check
"maaf apaan peran bpjph?",knowledge_query
"woi",greeting
"mau tanya nomor batch berapa?",batch_trace
"yang paling urgent diperbaiki apa?",risk_check
"MAAF NEAR MISS MIN INCIDENT ADA GAK?",risk_check
"MIN STANDAR KEAMANAN TERPENUHI GAK DONG",risk_check
"PROSESNYA SDH MAS SAMPAI TAHAP MANA?",batch_trace
"min prioritas perbaikan risiko yang mana",risk_check
"rph terdekat dari rumah dimana ya",out_of_scope
"laporan maintenance peralatan rph",operational_data
"ada update regulasi kah yang affect risk dong",risk_check
"nanya dong admin",greeting
"MAU TANYA BUDGET BULANAN BERAPA??",operational_data
"LEWAT BOT JALUR MANA PENGIRIMANNYA?",batch_trace
"daging di gudang ini asalnya dari mana?",batch_trace
"risk appetite perusahaan berapa?",risk_check
"maaf hari ini sudah berapa?",operational_data
"min apa min yg dimaksud titik kritis",knowledge_query
"minta laporan mingguan",operational_data
"LEWAT JALUR MANA PENGIRIMANNYA",batch_trace
"permisi tracking jne resi nih",out_of_scope
"hey",greeting
"gmn cara cek kehalalan bahan baku",knowledge_query
"jadwal kalibrasi alat ukur kapan?",operational_data
"complaint utk batch ini ada min",batch_trace
"kondisi risiko gudang gimana?",risk_check
"eh lolos audit mba keamanan gak?",risk_check
"tolong bye",greeting
"batch ini min pernah di-recall gak sih",batch_trace
"lppom tuh apa!",knowledge_query
"mau tanya asal usulnya dri mana?",batch_trace
"cara obati kah sapi sakit dong",out_of_scope
"JELASKAN TENTANG NKV",knowledge_query
"nanya dong semua titik kritis aman please",risk_check
"kpi operasional gimana gak",operational_data
"kak tracking jne resi ni",out_of_scope
"good nih min",greeting
"cara bot cairkan daging beku",out_of_scope
"eh pencapaian gak target berapa persen ya",operational_data
"sorry apaan tuh fatwa halal thanks",knowledge_query
"bot harga sapi kurban tahun ini??",out_of_scope
"berapa skor risiko batch b-001?",risk_check
"mas cara mining bitcoin",out_of_scope
"min kualitas batch ini masih bagus",risk_check
"bulan lalu pengiriman berapa?",operational_data
"mau tanya grafik produksi ada gak",operational_data
"eh nih apa itu seo",out_of_scope
"btw data pengiriman batch nih ada gak?",batch_trace
"tren produksi gimana??",operational_data
"chart pengiriman dong",operational_data
"siang",greeting
"rph tangerang risikonya gmna thanks",risk_check
"ok paham",greeting
"yoo",greeting
"efisiensi produksi berapa?",operational_data
"nomor batch brapa??",batch_trace
"detail batch nih apaan aja?",batch_trace
"eh yo dong",greeting
"daftar gak petugas dong",operational_data
"apa itu has 23000?",knowledge_query
"btw ringkasan sih operasional mingguan",operational_data
"nomor batch brp?",batch_trace
"sorry pdf laporan bulanan ada?",operational_data
"masalah keamanan ap yg ditemukan?",risk_check
"bisa bantu",greeting
"jelasin perbedaan hcp dan ya ccp??",knowledge_query
"stunning itu apa sih min",knowledge_query
"cp1 itu apa gak",knowledge_query
"root cause analysis sudah dilakukan?",risk_check
"sorry bobot ahp itu maksudnya gmn?",knowledge_query
"nomor batch ya berapa?",batch_trace
"jadwal kereta jakarta surabaya",out_of_scope
"lacak asal usul batch yang barusan masuk",batch_trace
"hei mantap ya",greeting
"bot sertifikat halal rph pemotong ada?",batch_trace
"oh gitu??",greeting
"cara obati sapi sakit ya",out_of_scope
"dikirim ya ke outlet mana thanks",batch_trace
"sorry pencapaian target berapa persen?",operational_data
"ada berapa batch hari ini?",operational_data
"mau tanya detail batch ini apa aja dong",batch_trace
"resep sop sapi",out_of_scope
"hei bisa bantu?",greeting
"catatan pengiriman batch nih ada kak",batch_trace
"MAU TANYA JLASIN PROSES SAMAK",knowledge_query
"ap bedanya farm dan rph ya",knowledge_query
"apakah rph ini aman?",risk_check
"tolong kah minta bantuan",greeting
"print data gak rph!",operational_data
"mau tanya siapa saja yang bertugas!",operational_data
"boleh tanya please",greeting
"PENDAPATAN BULAN INI BERAPA",operational_data
"tolong risiko investasi properti",out_of_scope
"salam kak",greeting
"ok terima kasih",greeting
"apa syarat juru sembelih halal ya",knowledge_query
"paham gak",greeting
"min min good",greeting
"hei bobot ahp ya itu maksudnya gimana??",knowledge_query
"jelaskan proses samak",knowledge_query
"apa itu ssop?",knowledge_query
"cara bedakan daging sapi dan babi kak",out_of_scope
"tolong bisa deh bantu?",greeting
"tolong log pergerakan batch ada?",batch_trace
"oke nih siap",greeting
"MIN LOG PERGERAKAN BATCH ADA?",batch_trace
"log pergerakan batch ada",batch_trace
"permisi nih jelaskan tentang sihalal",knowledge_query
"prosesnya sudah sampai tahap mana?",batch_trace
"sorry tampilkan info sapi e-001 dong",batch_trace
"hei testing thanks",greeting
"berapa kendaraan pengangkut kita?",operational_data
"uji mikrobiologi batch ini hasilnya thanks",batch_trace
"nanya dong apa tu ai!",out_of_scope
"nanya dong asal usulnya dari mana?",batch_trace
"eh permisi ya",greeting
"kak promo cashback hari ini",out_of_scope
"ada ya issue keamanan gak?",risk_check
"nanya dong apa itu ccp",knowledge_query
"data inflasi indonesia",out_of_scope
"DATA STATISTIK PENDUDUK??",out_of_scope
"tolong ante mortem sapi ini gimana?",batch_trace
"pengeluaran rph brp?",operational_data
"eh minta bantuan",greeting
"jlasin proses samak kah thanks",knowledge_query
"tolong info lengkap batch b-002 dong",batch_trace
"sorry yo",greeting
"dokumen batch ya ini lengkap?",batch_trace
"eartag fungsinya buat min apa dong",knowledge_query
"eh kenapa daging sapi mahal?",out_of_scope
"nih btw keren",greeting
"nanya dong jelaskan tentang nkv",knowledge_query
"CARA MENABUNG EFEKTIF",out_of_scope
"min cara ternak sapi",out_of_scope
"paham",greeting
"AP FUNGSI COLD CHAIN?",knowledge_query
"MIN DIKIRIM KE OUTLET MANA?",batch_trace
"min tunjukin semua data",operational_data
"apa tu machine learning sih",out_of_scope
"kenapa daging sapi mahal thanks",out_of_scope
"btw cara bikin cv thanks",out_of_scope
"hei record perjalanan batch gmna?",batch_trace
"sorry minggu lalu brp batch?",operational_data
"nanya dong bulan lalu pengiriman berapa?",operational_data
"kode voucher gratis ongkir",out_of_scope
"risk appetite perusahaan brp!",risk_check
"suhu rata-rata cold storage minggu ini",operational_data
"tolong pendapatan bulan ini berapa?",operational_data
"bang min min",greeting
"tampilkan skor risiko semua titik kritis",risk_check
"progress target produksi gimana thanks",operational_data
"cara melamar kerja di mba rph",out_of_scope
"apa itu surveillance audit ya",knowledge_query
"ya cara bikin website!",out_of_scope
"eh masih aktif",greeting
"ada warning dari sistem risiko?",risk_check
"apa itu audit halal?",knowledge_query
"lolos audit keamanan gak?",risk_check
"sorry progress target produksi gimana",operational_data
"permisi apa itu machine learning",out_of_scope
"eh rph tangerang risikonya gimana!",risk_check
"sorry nomor resi pengiriman berapa",batch_trace
"traceability daging ke outlet jakarta",batch_trace
"prioritas perbaikan risiko yang mana?",risk_check
"tolong near miss incident ada gak dong",risk_check
"nanya dong proses pemotongan sesuai standar kah dong",risk_check
"btw oke deh kak",greeting
"tampilkan heat map risiko",risk_check
"cp1 itu kak apa dong",knowledge_query
"mau tanya stunning tu apa?",knowledge_query
"apa itu animal welfare?",knowledge_query
"MAU TANYA PRINT DATA RPH GAK",operational_data
"kirim data operasional",operational_data
"nanya dong cara bedakan daging sapi dan babi",out_of_scope
"eh apa itu fatwa halal min",knowledge_query
"halo",greeting
"sorry eartag fungsinya buat apaan?",knowledge_query
"BTW CARA BIKIN WEBSITE",out_of_scope
"sertifikat gak halal rph pemotong ada",batch_trace
"tolong masih aktif?",greeting
"tolong oh gitu",greeting
"export data ke excel dong",operational_data
"APA ITU CCP?",knowledge_query
"risk trend bulan ini naik atau turun?",risk_check
"deh salam",greeting
"hei perbandingan bulan ni dan lalu??",operational_data
"mau tanya cara bikin cv",out_of_scope
"ada file laporannya gak?",operational_data
"eh record perjalanan batch gimana?",batch_trace
"ada issue keamanan gak sih",risk_check
"root sih cause analysis udah dilakukan??",risk_check
"mau tanya cara melamar kerja di rph",out_of_scope
"RISK TREND BULAN NI NAIK ATAU TURUN",risk_check
"apa bedanya farm dan rph?",knowledge_query
"PERMISI BERAPA GAJI KERJA DI RPH?",out_of_scope
"ap tuh machine learning please",out_of_scope
"asalnya dr farm mana sih sih",batch_trace
"fasilitas pemotongan lolos standar gak min",risk_check
"tolong ada warning dari sistem risiko?",risk_check
"berapa total risk deh exposure?",risk_check
"eartag fungsinya buat apa dong",knowledge_query
"chart pengiriman dong!",operational_data
"eh ya cara belajar programming",out_of_scope
"proses pemotongan sesuai standar?",risk_check
"tanggal penyembelihan batch ini",batch_trace
"gimana cara cek kehalalan bahan baku",knowledge_query
"permisi daging tahan berapa lama di freezer?",out_of_scope
"tolong alamat farm asal sapi ni dimana?",batch_trace
"siapa saja yang bertugas?",operational_data
"kualitas batch ini masih bagus?",risk_check
"bobot ahp tu maksudnya gmn please",knowledge_query
"kenapa daging sapi mahal?",out_of_scope
"perjalanan batch ini gimana?",batch_trace
"mengerti dong",greeting
"sorry cara menabung efektif",out_of_scope
"AP TU MBA CONSISTENCY RATIO?",knowledge_query
"mau tanya root cause analysis udh dilakukan",risk_check
"alamat farm asal sapi ini dimana?",batch_trace
"bobot prioritas cp mana yang tertinggi?",risk_check
"action plan keamanan ap?",risk_check
"nanya dong pengeluaran rph berapa?",operational_data
"cek riwayat batch b-099 ya",batch_trace
"permisi!",greeting
"nih efisiensi produksi berapa?",operational_data
"stunning itu apa?",knowledge_query
"btw izin potong batch b-001 ada?",batch_trace
"penyakit sapi apa aja sih",out_of_scope
"eh history perpindahan batch gimana?",batch_trace
"asal usulnya dari mana thanks",batch_trace
"biaya operasional berapa",operational_data
"NANYA DONG HARI INI UDAH MIN BRAPA?",operational_data
"risk velocity masing-masing risiko gimana",risk_check
"APA MAS ITU RISK ASSESSMENT HALAL SIH",knowledge_query
"kak tampilin semua data",operational_data
"hei risk concentration di area mana",risk_check
"tolong nice gak",greeting
"brapa gap antara actual risk dan target?",risk_check
"maaf oh gitu",greeting
"tracking jne resi ini thanks",out_of_scope
"mas min manajemen risiko konstruksi kak",out_of_scope
"NANYA DONG DATA PENGIRIMAN BATCH NI ADA GAK?",batch_trace
"ada issue keamanan gak?",risk_check
"kah admin",greeting
"perlu perbaikan keamanan gak ya",risk_check
"apa itu letter of guarantee?",knowledge_query
"outlet mana yang sudah terima?",batch_trace
"hei ada brapa batch hari ni kak",operational_data
"makasih ya",greeting
"btw berapa total risk exposure thanks",risk_check
"min iya paham",greeting
"harga daging di pasar berapa?",out_of_scope
"masalah keamanan apaan yang ditemukan",risk_check
"btw siapa saja yang bertugas sih",operational_data
"proses pemotongan sesuai kah standar?",risk_check
"cara nih bedakan daging sapi dan babi ya",out_of_scope
"transportasi daging risikonya gimana?",risk_check
"min lewat jalur mana pengirimannya?",batch_trace
"ante mortem sapi ini gimana sih",batch_trace
"oke noted dong",greeting
"hy",greeting
"wassalam??",greeting
"sip",greeting
"MIN APA SYARAT JURU SEMBELIH HALAL?",knowledge_query
"hei rph nih tuh singkatan apa dong",knowledge_query
"LOWONGAN KERJA DI RPH ADA SIH",out_of_scope
"permisi mantap mas please",greeting
"selamat sore",greeting
"prosesnya sudah sampai tahap mana gak",batch_trace
"nanya dong helo",greeting
"bot dikirim ke outlet mana?",batch_trace
"oke siap dong",greeting
"sih nanya dong jelasin tentang sihalal gak",knowledge_query
"nanya dong mengerti",greeting
"perbandingan bulan ini dan lalu please",operational_data
"apa itu blockchain?",out_of_scope
"eh probability of occurrence berapa please",risk_check
"SORRY KIRIM DATA OPERASIONAL",operational_data
"kapan batch b-002 masuk gudang?",batch_trace
"kode batch ini ap?",batch_trace
"TAMPILIN SEMUA DATA THANKS",operational_data
"lewat jalur mana pengirimannya?",batch_trace
"min nomor batch berapa!",batch_trace
"nanya dong id sapi ini ap?",batch_trace
"perbandingan bulan ini dan lalu",operational_data
"kualitas batch ni masih bagus gak",risk_check
"mau tanya cara menabung efektif",out_of_scope
"performance rph gimana?",operational_data
"sorry pemilik ternak asal siapa?",batch_trace
"nomor batch brapa?",batch_trace
"eh apaan syarat juru sembelih halal min",knowledge_query
"mau tanya kak ante mortem sapi ini gmna?",batch_trace
"cara bikin website",out_of_scope
"maaf kasih liat info sapi e-001",batch_trace
"risk velocity masing-masing risiko gimana?",risk_check
"SHELF LIFE BATCH INI BERAPA HARI LAGI?",batch_trace
"apa itu ccp?",knowledge_query
"pemilik ternak asal siapa sih",batch_trace
"btw complaint untuk batch nih mba ada",batch_trace
"NOMOR RESI PENGIRIMAN BERAPA THANKS",batch_trace
"nanya dong apa tu blockchain??",out_of_scope
"berapa skor risk maturity saat ini?",risk_check
"btw ap tuh cerol?",knowledge_query
"nanya dong performance rph gimana?",operational_data
"min sapi kurban terbaik apaan?",out_of_scope
"batch b-001 dari mana asalnya?",batch_trace
"hei pengeluaran rph brp please",operational_data
"sorry lihat jejak perjalanan batch ini",batch_trace
"apa kriteria bahan haram?",knowledge_query
"datangnya kapan batch ini?",batch_trace
"cara bedakan daging sapi dan babi gak",out_of_scope
"kak apa itu istihalah please",knowledge_query
"mas pencapaian target brp persen!",operational_data
"bulan lalu pengiriman brp?",operational_data
"grafik bot produksi ada?",operational_data
"ante mortem sapi ini gimana?",batch_trace
"data bot inflasi indonesia gak",out_of_scope
"asal usulnya dr mana thanks",batch_trace
"apaan tuh surveillance audit?",knowledge_query
"mau tanya ap tuh blockchain??",out_of_scope
"apa itu triangular fuzzy number?",knowledge_query
"apaan itu risk assessment halal?",knowledge_query
"pdf laporan bulanan ada dong",operational_data
"nanya dong biaya operasional berapa?",operational_data
"min min",greeting
"kode batch ni apa min",batch_trace
"kah apaan tuh istihalah?",knowledge_query
"apa arti dari traceability bot kak",knowledge_query
"maaf sesuai sop keamanan gak??",risk_check
"HEI EARTAG SAPI INI NOMOR BRAPA?",batch_trace
"min apaan tu letter of guarantee min",knowledge_query
"pencapaian target berapa persen?",operational_data
"tolong corrective action completion rate berapa sih",risk_check
"eh ada issue keamanan gak?",risk_check
"permisi bagus",greeting
"eartag sapi ini nomor brapa?",batch_trace
"malam",greeting
"admin kak",greeting
"DOWNLOAD LAPORAN BULANAN GAK",operational_data
"brp total risk exposure!",risk_check
"nomor batch berapa?",batch_trace
"hasil bola semalam",out_of_scope
"sorry ap itu machine learning",out_of_scope
"konsistensi ahp itu apa?",knowledge_query
"nih nanya dong budget bulanan berapa please",operational_data
"tahun lalu produksi berapa please",operational_data
"btw contingency plan sudah siap?",risk_check
"permisi lacak hp hilang",out_of_scope
"sih jlasin perbedaan hcp dan ccp",knowledge_query
"dadah",greeting
"data statistik penduduk thanks",out_of_scope
"profit margin brapa?",operational_data
"SALAM KENAL",greeting
"maaf info lengkap batch b-002 dong",batch_trace
"nih nanya dong oke deh",greeting
"SIAPA YANG TERIMA DI GUDANG YA",batch_trace
"hari ni udh berapa gak",operational_data
"nomor resi pengiriman berapa sih",batch_trace
"LOWONGAN GAK KERJA DI RPH ADA??",out_of_scope
"sorry jelasin verifikasi sjh!",knowledge_query
"hei probability of occurrence berapa?",risk_check
"sip makasih",greeting
"nanya dong apa itu halal value chain dong",knowledge_query
"hei sesuai sop keamanan gak?",risk_check
"log pergerakan batch ada please",batch_trace
"APA HUKUM GELATIN DALAM ISLAM?",knowledge_query
"nanya dong list karyawan dong dong",operational_data
"eh woi",greeting
"permisi apaan arti dari traceability sih",knowledge_query
"admin",greeting
"permisi masalah keamanan apa yang ditemukan?",risk_check
"tren produksi min gimana?",operational_data
"oke dong siap?",greeting
"eh kasih data produksi min",operational_data
"jelaskan tentang halal logistics",knowledge_query
"rph tu singkatan apaan?",knowledge_query
"bot rekomendasi perbaikan keamanan apa?",risk_check
"bulan kak lalu pengiriman berapa please",operational_data
"total pengiriman berapa?",operational_data
"tolong root cause analysis udh dilakukan?",risk_check
"btw apa fungsi cold chain?",knowledge_query
"near miss incident ada gak?",risk_check
"helo please",greeting
"btw jelaskan tentang sihalal",knowledge_query
"risk register sudah di-update?",risk_check
"eartag nih fungsinya buat apa kak",knowledge_query
"action plan keamanan apa",risk_check
"ap itu ai?",out_of_scope
"datangnya kapan batch ini",batch_trace
"apa itu istihalah?",knowledge_query
"KAK CEK RIWAYAT BATCH B-099",batch_trace
"fasilitas pemotongan lolos standar gak?",risk_check
"rute pengiriman gimana?",batch_trace
"dokter hewan yang memeriksa siapa?",batch_trace
"cek riwayat batch dong b-099",batch_trace
"jelaskan hazard analysis halal ya",knowledge_query
"hari min ni udah brp",operational_data
"kak mengerti mba ya",greeting
"bobot ahp itu maksudnya gimana?",knowledge_query
"maaf bot cara obati sapi sakit",out_of_scope
"maaf daging nih layak konsumsi gak??",risk_check
"nih ringkasan operasional mingguan!",operational_data
"ada warning dri sistem risiko?",risk_check
"grafik mas produksi ada!",operational_data
"catatan pengiriman batch kak ini ada?",batch_trace
"rph terdekat dr rumah dimana?",out_of_scope
"permisi produktivitas karyawan gimana min",operational_data
"eh kasih data gak produksi",operational_data
"list transporter yang kerja sama",operational_data
"min wow ya",greeting
"info semua rph jakarta",operational_data
"nomor resi pengiriman brapa?",batch_trace
"jelaskan farm to fork",knowledge_query
"RPH TERDEKAT DR RUMAH DMN KAK",out_of_scope
"proses pemotongan sesuai standar!",risk_check
"PRINT DATA RPH",operational_data
"permisi testing",greeting
"kak admin",greeting
"tolong uji mikrobiologi batch ini hasilnya?",batch_trace
"jlasin tentang sihalal",knowledge_query
"data pengiriman batch ini ada gak ya",batch_trace
"apa itu consistency ratio please",knowledge_query
"cara obati sapi sakit",out_of_scope
"spa yg cek terakhir kali",batch_trace
"nanya dong uji mikrobiologi batch ni hasilnya?",batch_trace
"salam kenal dong",greeting
"risiko main forex",out_of_scope
"ada temuan audit keamanan?",risk_check
"eh masalah keamanan ap yg ditemukan?",risk_check
"lowongan kerja di rph ada",out_of_scope
"batch terakhir aman gak skornya?",risk_check
"maaf hari ini sudah berapa",operational_data
"aturan alkohol dalam produk halal gmn!",knowledge_query
"HEI MIN",greeting
"cara kak ternak sapi",out_of_scope
"skala saaty itu apa?",knowledge_query
"siapa saja juru sembelih tersertifikasi?",operational_data
"EH TAHUN LALU PRODUKSI BRAPA?",operational_data
"jelaskan hazard analysis bang halal",knowledge_query
"sorry kualitas batch ni masih bagus?",risk_check
"salam",greeting
"perjalanan batch ini gimana please",batch_trace
"jlasin proses samak",knowledge_query
"cara hack wifi",out_of_scope
"cold storage aman gak suhunya?",risk_check
"btw apa itu corrective action!",knowledge_query
"MAAF ADA FILE LAPORANNYA GAK?",operational_data
"berapa gaji kerja di rph?",out_of_scope
"ada critical risk yang perlu ditangani?",risk_check
"skkh batch ni nomor sih berapa ya",batch_trace
"boleh tanya",greeting
"apa tu blockchain thanks",out_of_scope
"bisa bantu?",greeting
"maaf daging tahan brapa lama di freezer?",out_of_scope
"maaf daftar petugas dong",operational_data
"eh halo mau tanya thanks",greeting
"sorry hy",greeting
"lowongan kerja di rph ada ya",out_of_scope
"cara dapat followers",out_of_scope
"shelf life batch ini kah berapa hari lagi kak",batch_trace
"HEI PERBANDINGAN BULAN INI DAN LALU",operational_data
"CARA CAIRKAN DAGING BEKU GAK",out_of_scope
"permisi mengerti",greeting
"kah cara cairkan daging beku??",out_of_scope
"nice!",greeting
"kah sorry info lengkap batch b-002 dong",batch_trace
"tolong budget bulanan berapa",operational_data
"shelf life ya batch ni brapa hari lagi?",batch_trace
"sorry profit margin brp",operational_data
"resep nasi goreng dong",out_of_scope
"p",greeting
"follow up temuan min sudah?",risk_check
"tren produksi gimana",operational_data
"ada emerging risk baru gak?",risk_check
"min uji mikrobiologi batch ini hasilnya gak",batch_trace
"KAK LIHATKAN LAPORAN DONG",operational_data
"brp gaji kerja di rph!",out_of_scope
"HALO ADA GAK ORANG?",greeting
"EXPORT DATA KE EXCEL DONG",operational_data
"HEI PDF DEH LAPORAN BULANAN ADA?",operational_data
"tahun lalu produksi berapa?",operational_data
"mau tanya probability of occurrence brapa thanks",risk_check
"cuaca jakarta gimana?",out_of_scope
"tolong min",greeting
"baik",greeting
"sorry inherent risk vs residual risk gmna?",risk_check
"id kah sapi ini apa?",batch_trace
"btw masih aktif sih",greeting
"MIN ID SAPI INI APA SIH",batch_trace
"apa tuh dong uu jph?",knowledge_query
"mas data terkini apa aja?",operational_data
"kak rph min itu apa sih sih",knowledge_query
"jelaskan defuzzifikasi",knowledge_query
"risk mba concentration di area mana min",risk_check
"RISK REGISTER SUDAH DI-UPDATE DONG",risk_check
"nanya dong bank digital terbaik",out_of_scope
"maaf ganggu",greeting
"contingency plan sudah siap?",risk_check
"apa peran komite halal?",knowledge_query
"siapa presiden pertama indonesia?",out_of_scope
"summary produksi ya dong",operational_data
"siapa pakar responden ahp?",operational_data
"HEI PAHAM",greeting
"sampai jumpa??",greeting
"eh ap tuh ai?",out_of_scope
"summary produksi dong dong",operational_data
"tolong surat jalan batch ni min ada?",batch_trace
"maaf pencapaian target berapa persen",operational_data
"eh ringkasan operasional mingguan",operational_data
"ada di gudang mana sekarang?",batch_trace
"EH EARLY WARNING SYSTEM AKTIF GAK PLEASE",risk_check
"jam berapa batch b-001 dipotong?",batch_trace
"masih aktif?",greeting
"stress testing hasilnya gmn?",risk_check
"mengerti kak",greeting
"sorry gak wassalam",greeting
"tolong semua titik nih kritis aman??",risk_check
"WASSALAM",greeting
"kurs dollar berapa?",out_of_scope
"maaf jelasin proses samak",knowledge_query
"maaf mui tu organisasi apa",knowledge_query
"daging tahan berapa lama di freezer min",out_of_scope
"apaan tu self declare halal ya",knowledge_query
"hei apa hukum gelatin dalam islam?",knowledge_query
"btw dong semua titik kritis aman gak",risk_check
"detail batch ini apa aja?",batch_trace
"ada warning dari sistem risiko sih",risk_check
"min risk velocity masing-masing risiko gmna thanks",risk_check
"apakah mitigasi risiko sudah efektif?",risk_check
"nih good",greeting
"mau tanya kirim data operasional sih",operational_data
"kode voucher gratis ongkir ya",out_of_scope
"pagi",greeting
"MIN WASSALAM MIN",greeting
"hei prosesnya sudah sampai tahap mana ya",batch_trace
"berapa jumlah outlet ritel kita?",operational_data
"berapa total risk exposure sih",risk_check
"lowongan kerja di rph ada sih",out_of_scope
"halo ada orang thanks",greeting
"kak salam kenal",greeting
"id sapi nih apa?",batch_trace
"hei cara melamar kerja di rph",out_of_scope
"btw eartag fungsinya buat apa?",knowledge_query
"apaan min tu machine learning thanks",out_of_scope
"lacak mas hp hilang",out_of_scope
"risk appetite sih perusahaan berapa",risk_check
"jelaskan hazard deh analysis halal",knowledge_query
"helo ya",greeting
"ap tuh sih seo thanks",out_of_scope
"prioritas perbaikan risiko yg mana?",risk_check
"helo",greeting
"hei yo gak",greeting
"nanya dong risk trend bulan ini naik atau turun?",risk_check
"SORRY AP YG DIMAKSUD TITIK KRITIS?",knowledge_query
"tips wawancara kerja dong",out_of_scope
"maaf ap syarat juru sembelih halal!",knowledge_query
"lacak hp gak hilang",out_of_scope
"apa arti dari traceability",knowledge_query
"modal ternak bot sapi brapa?",out_of_scope
"dimana beli daging murah?",out_of_scope
"MAU TANYA BYE!",greeting
"permisi profit margin berapa?",operational_data
"oke noted",greeting
"konsistensi ahp itu ap?",knowledge_query
"eh bank digital terbaik thanks",out_of_scope
"ada masalah keamanan gak min",risk_check
"min gimana cara cek kehalalan bahan baku?",knowledge_query
"ap itu corrective deh action?",knowledge_query
"mba mengerti",greeting
"nanya dong sertifikat halal rph pemotong ada?",batch_trace
"minta bantuan",greeting
"hi",greeting
"good",greeting
"record perjalanan batch gmn?",batch_trace
"complaint untuk batch ini ada?",batch_trace
"maaf apakah mitigasi risiko sdh efektif!",risk_check
"ada berapa rph yang terdaftar?",operational_data
"perbandingan bot bulan ini dan lalu",operational_data
"risiko sih main forex",out_of_scope
"ap tu fatwa halal?",knowledge_query
"mana yang lebih berisiko penyembelihan atau transportasi?",risk_check
"record perjalanan batch gimana ya",batch_trace
"dokumen batch ini lengkap?",batch_trace
"tolong oke deh gak",greeting
"ap tu ai?",out_of_scope
"pendapatan bulan ini berapa?",operational_data
"sore",greeting
"TOLONG PROMO CASHBACK HARI INI",out_of_scope
"jelaskan metode fuzzy ahp",knowledge_query
"datangnya kpan batch ini?",batch_trace
"HISTORY PERPINDAHAN BATCH GIMANA",batch_trace
"mau tanya apaan bedanya mba farm dan rph",knowledge_query
"tolong kpi operasional gimana?",operational_data
"NANYA DONG NEAR MISS INCIDENT ADA SIH GAK?",risk_check
"siapa yang cek terakhir kali sih",batch_trace
"masalah keamanan apa yang ditemukan?",risk_check
"kak nomor batch berapa kak",batch_trace
"sorry kapan terakhir batch nih dicek ya",batch_trace
"maaf jelasin min proses samak kak",knowledge_query
"min rekap data min bulanan dong",operational_data
"maaf paham",greeting
"permisi alamat farm asal sapi ini dimana?",batch_trace
"BTW PAHAM",greeting
"oke deh",greeting
"statistik pengiriman minggu ini",operational_data
"tolong grafik produksi ada dong",operational_data
"mau tanya early warning system dong aktif gak?",risk_check
"risk trend bulan nih naik atau kah turun?",risk_check
"mau tanya admin",greeting
"KODE BATCH INI APA YA",batch_trace
"CARA CAIRKAN DAGING BEKU",out_of_scope
"detail batch ini min apa aja?",batch_trace
"izin potong batch b-001 ada thanks",batch_trace
"near miss incident ada sih gak sih",risk_check
"BS KIRIM VIA EMAIL GAK?",operational_data
"risk velocity masing-masing risiko gmna?",risk_check
"PERMISI DADAH",greeting
"HEI ADA DI DEH GUDANG MANA SEKARANG",batch_trace
"nih bot aktif??",greeting
"minggu lalu brapa batch?",operational_data
"manajemen risiko konstruksi",out_of_scope
"RECORD PERJALANAN BATCH GIMANA?",batch_trace
"APA ITU SELF DECLARE HALAL?",knowledge_query
"keren",greeting
"angka produksi berapa?",operational_data
"berapa risk priority number setiap bahaya?",risk_check
"summary produksi dong?",operational_data
"min modal nih ternak sapi brapa please",out_of_scope
"PENYAKIT SAPI APA AJA?",out_of_scope
"kak bye",greeting
"KAH OKE SIAP",greeting
"probability of occurrence brp?",risk_check
"nanya dong aturan alkohol dalam produk halal gmn??",knowledge_query
"nomor resi pengiriman berapa?",batch_trace
"btw id sapi nih ap",batch_trace
"tips beli sapi yng sehat",out_of_scope
"harga sapi kurban tahun ini",out_of_scope
"min eartag fungsinya buat apa dong",knowledge_query
"apa bedanya halal dan toyyib?",knowledge_query
"kode voucher gratis kak ongkir!",out_of_scope
"mau tanya alamat farm asal sapi ni dimana?",batch_trace
"nanya dong bagus",greeting
"apa itu internal audit halal?",knowledge_query
"siapa saja yang bertugas gak",operational_data
"maaf probability of occurrence berapa?",risk_check
"min cara bikin cv",out_of_scope
"btw catatan pengiriman batch nih ada",batch_trace
"record perjalanan batch gmna gak",batch_trace
"jumlah pemotongan berapa?",operational_data
"KAH APAAN TU BLOCKCHAIN SIH",out_of_scope
"ada issue keamanan gak",risk_check
"MIN BERAPA RESIDUAL RISK SETELAH MITIGASI?",risk_check
"kpan terakhir batch nih dicek??",batch_trace
"data terkini apaan aja thanks",operational_data
"sorry profit margin brapa",operational_data
"risk appetite perusahaan brapa?",risk_check
"apaan itu ai gak",out_of_scope
"tolong near miss incident ada gak min",risk_check
"hari ini sudah berapa ya",operational_data
"hari nih sdh berapa ya",operational_data
"maaf halo mau tanya",greeting
"sorry ap tu cerol?",knowledge_query
"PERFORMANCE RPH GMNA?",operational_data
"nanya dong stunning itu apa?",knowledge_query
"tolong list karyawan dong",operational_data
"jalur distribusi batch terakhir",batch_trace
