text,label
"eh lolos audit mba keamanan gak?",risk_check
"sorry kualitas batch ni masih bagus?",risk_check
"complaint kak untuk batch ini ada?",batch_trace
"MAAF DIKIRIM KE OUTLET MANA",batch_trace
"apa itu fatwa halal?",knowledge_query
"min",greeting
"apaan fungsi cold chain kak",knowledge_query
"sorry apa itu consistency ratio!",knowledge_query
"kak konsistensi ahp tuh ap",knowledge_query
"sorry pengeluaran rph berapa?",operational_data
"stress testing hasilnya gmna?",risk_check
"nanya dong data terkini apa aja?",operational_data
"root cause analysis udh dilakukan?",risk_check
"eh bagus",greeting
"risiko investasi properti",out_of_scope
"ap tu fatwa halal?",knowledge_query
"bot wassalam",greeting
"jelaskan hazard analysis halal ya",knowledge_query
"nomor resi pengiriman berapa sih",batch_trace
"tolong met pagi",greeting
"sorry profit margin brp",operational_data
"yoo",greeting
"deh salam",greeting
"kah eh bagus gak",greeting
"apaan bedanya farm dan rph?",knowledge_query
"ADA BRAPA BATCH HARI NI",operational_data
"risiko investasi properti kak",out_of_scope
"promo cashback hari ini",out_of_scope
"nih nanya dong budget bulanan berapa please",operational_data
"PROSESNYA SDH MAS SAMPAI TAHAP MANA?",batch_trace
"CEK PENGIRIMAN TOKOPEDIA",out_of_scope
"ya apa itu seo?",out_of_scope
"mau tanya asal usulnya dri mana?",batch_trace
"batch tu artinya apaan please",knowledge_query
"btw lolos audit keamanan gak?",risk_check
"tolong manajemen risiko konstruksi min",out_of_scope
"berapa gaji kerja di rph?",out_of_scope
"dadah please",greeting
"bye sih",greeting
"masalah keamanan apaan yang ditemukan",risk_check
"ya risk maturity level perusahaan dimana?",risk_check
"pencapaian target berapa persen?",operational_data
"tolong apa syarat juru sembelih halal?",knowledge_query
"profit margin berapa?",operational_data
"cara ternak sapi",out_of_scope
"datangnya kpan batch ini?",batch_trace
"dong yo",greeting
"risk register sudah di-update?",risk_check
"HEI PAHAM",greeting
"IZIN POTONG BATCH B-001 ADA?",batch_trace
"lppom tuh apa!",knowledge_query
"eh ringkasan operasional mingguan",operational_data
"sorry ap itu machine learning",out_of_scope
"harga sapi kurban tahun ini",out_of_scope
"sorry lihat jejak perjalanan batch nih dong",batch_trace
"performance rph gmn",operational_data
"ya oke deh",greeting
"tolong lihat jejak perjalanan batch ini dong",batch_trace
"bang min min",greeting
"hei mba hallo",greeting
"min pengeluaran rph berapa?",operational_data
"min early warning system aktif gak",risk_check
"kondisi keamanan pangan gmna?",risk_check
"produktivitas karyawan gimana?",operational_data
"sorry hy",greeting
"btw masih aktif sih",greeting
"biaya operasional berapa?",operational_data
"penyakit min sapi apaan aja",out_of_scope
"permisi alamat farm asal sapi ini dimana?",batch_trace
"KAK CEK RIWAYAT BATCH B-099",batch_trace
"apaan tuh surveillance audit?",knowledge_query
"permisi profit margin berapa?",operational_data
"asalnya dari farm mana sih?",batch_trace
"sih sorry berapa total risk exposure dong",risk_check
"mas excel data produksi ada?",operational_data
"kode voucher gratis ongkir",out_of_scope
"cp1 tu apa kak",knowledge_query
"sorry apaan itu istihalah gak",knowledge_query
"rph tangerang risikonya gmna thanks",risk_check
"action plan keamanan apa?",risk_check
"ada residu antibiotik di batch ni?",batch_trace
"apa itu blockchain?",out_of_scope
"risk trend bulan nih naik atau kah turun?",risk_check
"cara menabung efektif",out_of_scope
"nanya dong sesuai sop keamanan gak?",risk_check
"risk appetite perusahaan brp?",risk_check
"kak performance rph gimana?",operational_data
"eh woi",greeting
"mau min tanya hari ini udah brp min",operational_data
"eh alamat farm asal sapi ini dmana?",batch_trace
"sorry data pengiriman batch nih ada gak?",batch_trace
"apaan itu uu jph?",knowledge_query
"salam kenal thanks",greeting
"hei jelaskan ya tentang nkv",knowledge_query
"pengeluaran rph berapa?",operational_data
"tolong kode deh voucher gratis ongkir",out_of_scope
"CARA BIKIN WEBSITE",out_of_scope
"kak perlu perbaikan keamanan gak?",risk_check
"mba min data statistik penduduk",out_of_scope
"mba mengerti",greeting
"MAAF LOG PERGERAKAN BATCH ADA!",batch_trace
"maaf pencapaian target berapa persen",operational_data
"good",greeting
"ap bedanya farm dan rph?",knowledge_query
"jelaskan tentang dong sihalal dong",knowledge_query
"min sesuai sop gak keamanan gak ya",risk_check
"hei root cause analysis sudah dilakukan?",risk_check
"lowongan kerja di rph ada",out_of_scope
"gimana cara cek kehalalan bahan baku thanks",knowledge_query
"tren kah produksi gimana?",operational_data
"STANDAR KEAMANAN TERPENUHI GAK",risk_check
"asal usulnya dr mana thanks",batch_trace
"stress kak testing hasilnya gimana!",risk_check
"NANYA DONG DATA PENGIRIMAN BATCH NI ADA GAK?",batch_trace
"eh pengeluaran rph berapa?",operational_data
"apaan itu ai gak",out_of_scope
"halo ada orang",greeting
"ap tu surveillance audit?",knowledge_query
"mau tanya ping",greeting
"LOWONGAN KERJA DI RPH ADA SIH",out_of_scope
"kualitas batch ni masih bagus gak",risk_check
"nomor resi pengiriman brapa!",batch_trace
"maaf bye sih",greeting
"btw skkh batch nih nomor brp?",batch_trace
"grafik produksi ada?",operational_data
"cp1 itu bang apa?",knowledge_query
"semua titik kritis aman?",risk_check
"apa itu ccp min",knowledge_query
"cara min bikin website please",out_of_scope
"ada di gudang mana sekarang dong",batch_trace
"bot rph tu apaan sih ya",knowledge_query
"nanya dong risiko investasi properti",out_of_scope
"kak lihatkan laporan dong",operational_data
"apa itu halal value chain?",knowledge_query
"hari ini sudah berapa ya",operational_data
"salam sih",greeting
"profit margin berapa sih",operational_data
"tracking jne resi ini thanks",out_of_scope
"berapa total risk exposure?",risk_check
"tolong lacak hp hilang sih",out_of_scope
"wassalam gak",greeting
"berapa total risk exposure sih",risk_check
"hei tips wawancara kerja",out_of_scope
"bot eh hari ini sudah berapa?",operational_data
"sorry risiko investasi properti gak",out_of_scope
"paham gak",greeting
"KAK CATATAN PENGIRIMAN DONG BATCH INI ADA?",batch_trace
"sorry bobot ahp itu maksudnya gmn?",knowledge_query
"id kah sapi ini apa?",batch_trace
"near miss incident nih ada gak dong",risk_check
"pendapatan bulan ini berapa?",operational_data
"uji mikrobiologi batch ini hasilnya thanks",batch_trace
"permisi lihat jejak perjalanan batch nih",batch_trace
"nih print data rph",operational_data
"apa itu consistency ratio please",knowledge_query
"ada file laporannya gak ya",operational_data
"tolong min",greeting
"permisi",greeting
"min iya paham",greeting
"min standar keamanan terpenuhi gak dong",risk_check
"min halo mau tanya",greeting
"rph terdekat dr rumah dimana?",out_of_scope
"budget bulanan brp",operational_data
"mba btw apa itu letter of guarantee thanks",knowledge_query
"lihat jejak bang perjalanan batch ni",batch_trace
"yo sih",greeting
"permisi harga bot sapi kurban tahun ni",out_of_scope
"ada mba update regulasi yang affect risk ya",risk_check
"lewat jalur mana pengirimannya",batch_trace
"apa maksudnya skor risiko gak",knowledge_query
"min apa itu bot ccp?",knowledge_query
"btw eartag fungsinya buat apa?",knowledge_query
"risk velocity masing-masing risiko gimana min",risk_check
"eartag sapi ini nomor berapa?",batch_trace
"KAH APAAN TU BLOCKCHAIN SIH",out_of_scope
"maaf jelasin proses samak",knowledge_query
"hei cara obati sapi sakit",out_of_scope
"permisi permisi",greeting
"apa itu seo?",out_of_scope
"tolong ada emerging risk baru gak",risk_check
"maaf halo mau tanya",greeting
"wow",greeting
"maaf risk concentration di area mana ya",risk_check
"MAU TANYA PRINT DATA RPH GAK",operational_data
"kak permisi",greeting
"rph terdekat dari rumah dimana?",out_of_scope
"btw dong semua titik kritis aman gak",risk_check
"apa itu letter of guarantee?",knowledge_query
"mau tanya cara bedakan daging sapi dan babi gak",out_of_scope
"gmna cara cek kehalalan bahan baku?",knowledge_query
"risk trend bulan ni naik atau turun thanks",risk_check
"tolong semua titik nih kritis aman??",risk_check
"sorry pemilik ternak asal siapa?",batch_trace
"complaint utk kak batch ni ada?",batch_trace
"btw cp1 tuh ap",knowledge_query
"tolong update data terbaru dong",operational_data
"dadah??",greeting
"apaan maksudnya skor risiko??",knowledge_query
"pemilik ternak asal sapa?",batch_trace
"bot aktif?",greeting
"rekap data bulanan dong",operational_data
"mengerti",greeting
"ada masalah keamanan kah gak",risk_check
"permisi testing",greeting
"nomor resi pengiriman brapa?",batch_trace
"HEI ADA DI DEH GUDANG MANA SEKARANG",batch_trace
"berapa gap antara actual risk dan target?",risk_check
"nanya dong cara bedakan daging sapi dan babi",out_of_scope
"log pergerakan batch ada?",batch_trace
"daging tahan berapa lama di freezer gak",out_of_scope
"EH TAHUN LALU PRODUKSI BRAPA?",operational_data
"salam kenal dong",greeting
"min pencapaian target brapa persen??",operational_data
"nanya dong list karyawan dong dong",operational_data
"halal itu apa sih sebenarnya?",knowledge_query
"mau tanya detail batch ini apa aja dong",batch_trace
"eartag sapi ini nomor brapa?",batch_trace
"sorry standar keamanan terpenuhi gak?",risk_check
"tren kah produksi gimana ya",operational_data
"SIH GRAFIK PRODUKSI ADA?",operational_data
"nomor batch ya berapa?",batch_trace
"perbandingan bot bulan ini dan lalu",operational_data
"nanya dong id sapi ini ap?",batch_trace
"aturan alkohol dalam produk halal gimana?",knowledge_query
"tolong oke deh gak",greeting
"hy?",greeting
"detail batch ini apa aja",batch_trace
"nanya dong oke deh",greeting
"maaf mui tu organisasi apa",knowledge_query
"ID SAPI INI APA??",batch_trace
"YANG PALING SIH URGENT DIPERBAIKI APAAN?",risk_check
"cara nih bedakan daging sapi dan babi ya",out_of_scope
"mau tanya alamat farm asal sapi ni dimana?",batch_trace
"LOWONGAN GAK KERJA DI RPH ADA??",out_of_scope
"minggu lalu gak berapa batch?",operational_data
"apa itu consistency ratio?",knowledge_query
"eh apaan syarat juru sembelih halal min",knowledge_query
"maaf oh gitu",greeting
"maaf mengerti",greeting
"fasilitas pemotongan lolos standar gak min",risk_check
"datangnya kapan batch ini",batch_trace
"apa itu blockchain??",out_of_scope
"bang cara bikin website",out_of_scope
"sorry dokumen batch ni lengkap?",batch_trace
"ap tu surveillance deh audit dong",knowledge_query
"probability of occurrence brp?",risk_check
"ada sih masalah keamanan gak?",risk_check
"min aturan alkohol dalam produk halal gimana thanks",knowledge_query
"hari min ni udah brp",operational_data
"risk trend bulan nih naik atau kak turun?",risk_check
"permisi brp gaji kerja di rph?",out_of_scope
"risk velocity masing-masing risiko gmna?",risk_check
"ada residu antibiotik di batch ini?",batch_trace
"bisa bantu?",greeting
"min apa min yg dimaksud titik kritis",knowledge_query
"profit margin brp",operational_data
"oke noted dong",greeting
"btw siapa saja yang bertugas sih",operational_data
"lolos nih audit keamanan gak",risk_check
"apa itu self declare halal?",knowledge_query
"nih min admin min",greeting
"permisi apa tuh risk assessment bang halal",knowledge_query
"nanya dong detail batch ni ap aja?",batch_trace
"cara dapat followers",out_of_scope
"ap tuh corrective action please",knowledge_query
"KODE BATCH INI APA YA",batch_trace
"tolong surat jalan batch ni min ada?",batch_trace
"nanya dong pendapatan bulan ini berapa?",operational_data
"eh eartag sapi ini nomor berapa?",batch_trace
"ap hukum gelatin dalam islam",knowledge_query
"hei prosesnya sudah sampai tahap mana ya",batch_trace
"mau tanya rph terdekat dri rumah dmana sih",out_of_scope
"fasilitas pemotongan lolos standar gak?",risk_check
"minta bantuan",greeting
"kak data terkini apa aja?",operational_data
"sorry met pagi",greeting
"mau tanya shelf life batch nih brp sih hari lagi?",batch_trace
"hei nomor resi pengiriman brp?",batch_trace
"ada file laporannya gak??",operational_data
"bisa mba kirim via email gak?",operational_data
"min halal itu apaan sih sebenarnya sih",knowledge_query
"deh paham",greeting
"contingency plan sudah siap?",risk_check
"apa tu surveillance audit?",knowledge_query
"MIN LOG PERGERAKAN BATCH ADA?",batch_trace
"nih permisi apa itu ccp?",knowledge_query
"LEWAT JALUR MANA PENGIRIMANNYA",batch_trace
"mas min",greeting
"kak admin",greeting
"sorry tren produksi gimana?",operational_data
"TAMPILIN SEMUA DATA THANKS",operational_data
"ada update regulasi yang affect risk ya",risk_check
"hei mantap ya",greeting
"proses pemotongan sesuai kah standar?",risk_check
"cp1 mba tuh apaan thanks",knowledge_query
"info deh lengkap batch b-002 dong",batch_trace
"hei bisa bantu?",greeting
"jelasin hazard analysis halal",knowledge_query
"skkh batch nih nomor berapa?",batch_trace
"mau tanya ap tuh blockchain??",out_of_scope
"eartag sapi nih nomor berapa?",batch_trace
"sorry hari ini sudah berapa please",operational_data
"ada di gudang mana sekarang?",batch_trace
"permisi spa saja yang bertugas?",operational_data
"kak apa itu halal value min chain?",knowledge_query
"oke deh deh",greeting
"permisi tracking jne resi nih",out_of_scope
"wassalam",greeting
"prosesnya sudah sampai tahap mana thanks",batch_trace
"summary sih produksi dong min",operational_data
"nanya dong asal usulnya dari mana?",batch_trace
"rekomendasi perbaikan keamanan apa?",risk_check
"nanya dong performance rph gimana?",operational_data
"tolong oke siap",greeting
"perjalanan batch ini gimana?",batch_trace
"risk velocity masing-masing risiko gimana",risk_check
"salam kak",greeting
"tolong alamat farm asal sapi ni dimana?",batch_trace
"apa itu bang seo?",out_of_scope
"record perjalanan batch gimana ya",batch_trace
"MAU TANYA APAAN TUH SELF DECLARE HALAL?",knowledge_query
"min apaan tu letter of guarantee min",knowledge_query
"bot sertifikat halal rph pemotong ada?",batch_trace
"min min good",greeting
"inherent risk vs residual risk gmn min",risk_check
"ada ya issue keamanan gak?",risk_check
"nanya dong kualitas batch ini masih bagus?",risk_check
"log pergerakan batch ada please",batch_trace
"AP FUNGSI COLD CHAIN?",knowledge_query
"hei cara bikin cv",out_of_scope
"lihat jejak perjalanan batch ini sih",batch_trace
"SALAM KENAL BANG SIH",greeting
"kirim data operasional",operational_data
"TOLONG EXPORT DATA KE EXCEL DONG",operational_data
"MIN BERAPA RESIDUAL RISK SETELAH MITIGASI?",risk_check
"ante mortem sapi nih gimana?",batch_trace
"good min gak",greeting
"ada update regulasi kah yang affect risk dong",risk_check
"maaf apa itu self declare halal?",knowledge_query
"permisi apaan arti dari traceability sih",knowledge_query
"export data ke excel dong",operational_data
"PERMISI WOI",greeting
"permisi?",greeting
"MIN WASSALAM MIN",greeting
"eh tips beli sapi yang sehat",out_of_scope
"maaf daging nih layak konsumsi gak??",risk_check
"APA HUKUM GELATIN DALAM ISLAM?",knowledge_query
"maaf cara ternak sapi gak",out_of_scope
"hy",greeting
"apa syarat juru sembelih halal thanks",knowledge_query
"risk appetite perusahaan berapa?",risk_check
"helo gak",greeting
"btw oke deh kak",greeting
"tampilkan semua data",operational_data
"nanya dong bulan lalu pengiriman berapa?",operational_data
"HEI APA ITU AI",out_of_scope
"tracking jne resi ni",out_of_scope
"kenapa daging sapi mahal",out_of_scope
"prioritas perbaikan mba risiko yang mana?",risk_check
"nanya dong apa itu halal value chain dong",knowledge_query
"masih aktif?",greeting
"LEWAT BOT JALUR MANA PENGIRIMANNYA?",batch_trace
"maaf sesuai sop keamanan gak??",risk_check
"permisi ada emerging risk baru gak min",risk_check
"summary produksi dong?",operational_data
"keren",greeting
"kak nomor batch berapa kak",batch_trace
"HEI PDF DEH LAPORAN BULANAN ADA?",operational_data
"tolong ante mortem sapi ini gimana?",batch_trace
"sorry risk maturity level perusahaan dimana gak",risk_check
"btw maaf ganggu ya",greeting
"apaan min bedanya farm dan rph gak",knowledge_query
"cara belajar programming ya",out_of_scope
"mau tanya kak ante mortem sapi ini gmna?",batch_trace
"LIHATKAN LAPORAN DONG",operational_data
"FASILITAS PEMOTONGAN LOLOS STANDAR GAK",risk_check
"jelasin perbedaan hcp dan ccp min",knowledge_query
"tahun lalu mas produksi brapa?",operational_data
"pemilik ternak asal siapa sih",batch_trace
"min tren produksi gmn dong",operational_data
"nanya dong mengerti",greeting
"kode batch ini apa",batch_trace
"DOWNLOAD LAPORAN BULANAN GAK",operational_data
"probability of occurrence ya brapa",risk_check
"RPH TERDEKAT DR RUMAH DMN KAK",out_of_scope
"BTW CARA BIKIN WEBSITE",out_of_scope
"GAK MIN",greeting
"MAU TANYA KODE VOUCHER GRATIS ONGKIR",out_of_scope
"cp1 itu apa gak",knowledge_query
"pendapatan bulan ini brapa?",operational_data
"ap tuh blockchain?",out_of_scope
"proses pemotongan sesuai standar kak",risk_check
"kak cara dapat followers sih",out_of_scope
"LOG PERGERAKAN BATCH ADA?",batch_trace
"maaf jelasin min proses samak kak",knowledge_query
"iya paham",greeting
"ap syarat juru sembelih halal?",knowledge_query
"apa itu machine learning?",out_of_scope
"ap itu halal value chain thanks",knowledge_query
"sorry berapa total risk exposure kak",risk_check
"mau tanya kirim data operasional sih",operational_data
"cara obati sapi sakit ya",out_of_scope
"rph itu singkatan nih apa",knowledge_query
"eh nih apa itu seo",out_of_scope
"DAGING TAHAN BERAPA LAMA DI FREEZER SIH",out_of_scope
"eh minta bantuan",greeting
"eh shelf life batch ini berapa hari lagi gak",batch_trace
"chart pengiriman dong!",operational_data
"ap tuh sih seo thanks",out_of_scope
"gimana cara cek kehalalan bahan baku",knowledge_query
"btw izin potong batch b-001 ada?",batch_trace
"penyakit sapi apa aja?",out_of_scope
"paham",greeting
"profit margin brapa?",operational_data
"ap tuh halal value chain?",knowledge_query
"mui itu organisasi apa kak",knowledge_query
"BTW KIRIM DATA OPERASIONAL??",operational_data
"deh maaf ganggu",greeting
"risk maturity level perusahaan dimana?",risk_check
"harga sapi kurban tahun ni",out_of_scope
"eh masih aktif",greeting
"EH ATURAN ALKOHOL DALAM PRODUK HALAL GIMANA?",knowledge_query
"min sapi kurban terbaik apa?",out_of_scope
"apa tuh ai kak",out_of_scope
"apa itu ai?",out_of_scope
"KAK PERLU PERBAIKAN KEAMANAN GAK?",risk_check
"wassalam??",greeting
"NIH PERLU PERBAIKAN KEAMANAN GAK?",risk_check
"hei ping",greeting
"cara ternak sapi min",out_of_scope
"permisi napa daging sih sapi mahal ya",out_of_scope
"admin please",greeting
"lppom tu apa gak",knowledge_query
"inherent risk vs residual risk gimana?",risk_check
"mau tanya mantap",greeting
"grafik produksi mas ada?",operational_data
"eh halo mau tanya thanks",greeting
"wassalam thanks",greeting
"min apaan itu machine learning",out_of_scope
"CARA CAIRKAN DAGING BEKU GAK",out_of_scope
"eartag fungsinya buat apaan?",knowledge_query
"btw apaan bedanya farm dan rph?",knowledge_query
"early warning system aktif gak?",risk_check
"iya paham thanks",greeting
"minggu lalu berapa batch ya",operational_data
"masalah keamanan apaan yang ditemukan?",risk_check
"hei cara melamar kerja di rph",out_of_scope
"jelaskan perbedaan hcp sih dan ccp",knowledge_query
"jelasin perbedaan hcp dan ya ccp??",knowledge_query
"kak rekap data bulanan dong??",operational_data
"kak wow",greeting
"catatan pengiriman batch kak ini ada?",batch_trace
"perjalanan batch ini gimana please",batch_trace
"eh kenapa daging sapi mahal?",out_of_scope
"kpn terakhir batch ni dicek please",batch_trace
"NAPA DAGING SAPI MAHAL?",out_of_scope
"siapa saja yang bertugas?",operational_data
"batch nih pernah di-recall gak?",batch_trace
"ping ya",greeting
"bagus gak",greeting
"complaint untuk batch ini ada?",batch_trace
"risk velocity masing-masing risiko gmn kak",risk_check
"tracking jne resi ini sih",out_of_scope
"kpi operasional gimana?",operational_data
"eartag fungsinya buat ap sih",knowledge_query
"tren produksi gimana??",operational_data
"sorry inherent risk vs residual risk gmna?",risk_check
"print data rph",operational_data
"hei bye",greeting
"uji mikrobiologi batch ini hasilnya bang thanks",batch_trace
"kak tracking jne resi ni",out_of_scope
"halo mau tanya gak",greeting
"MANAJEMEN RISIKO KONSTRUKSI",out_of_scope
"deh tolong woi",greeting
"record perjalanan batch gimana?",batch_trace
"corrective action mas completion rate brp?",risk_check
"kak tips beli sapi yng sehat",out_of_scope
"DATA STATISTIK PENDUDUK YA",out_of_scope
"aturan alkohol dalam produk halal gmn kak",knowledge_query
"hei excel data produksi ada!",operational_data
"maaf jelaskan verifikasi sjh sih",knowledge_query
"WASSALAM SIH",greeting
"oke siap dong",greeting
"cara mining bitcoin min",out_of_scope
"eh kasih data produksi min",operational_data
"maaf ganggu",greeting
"asal usulnya dari mana thanks",batch_trace
"cara belajar programming",out_of_scope
"kak modal ternak sapi brapa?",out_of_scope
"min salam please",greeting
"oh gitu??",greeting
"mau tanya summary produksi dong",operational_data
"risk register udh di-update?",risk_check
"kenapa daging sapi mahal?",out_of_scope
"proses pemotongan sesuai standar!",risk_check
"WASSALAM",greeting
"action plan keamanan apa",risk_check
"daging sapi palsu cirinya apa sih",out_of_scope
"DEH BUDGET BULANAN BRAPA GAK",operational_data
"rph itu singkatan apa?",knowledge_query
"batch tu artinya apa?",knowledge_query
"min risiko sih main forex",out_of_scope
"nanya dong pengeluaran rph berapa?",operational_data
"REKOMENDASI PERBAIKAN KEAMANAN APA",risk_check
"tolong ada warning dari sistem risiko?",risk_check
"sorry lihat jejak perjalanan batch ini",batch_trace
"spa yg cek terakhir kali",batch_trace
"jelasin hazard analysis halal sih",knowledge_query
"apa tu machine learning sih",out_of_scope
"yng paling urgent diperbaiki apa?",risk_check
"eartag fungsinya buat apa dong",knowledge_query
"nih efisiensi produksi berapa?",operational_data
"PERMISI RISIKO INVESTASI PROPERTI",out_of_scope
"action plan keamanan ap?",risk_check
"NANYA DONG BOBOT AHP ITU MAKSUDNYA GIMANA GAK",knowledge_query
"perbandingan bulan ini dan lalu please",operational_data
"masih aktif mas dong",greeting
"DATA STATISTIK PENDUDUK??",out_of_scope
"min batch itu artinya apaan?",knowledge_query
"sorry minggu lalu brp batch?",operational_data
"PENDAPATAN BULAN INI BERAPA",operational_data
"hei hy min",greeting
"alamat farm asal sapi ni dmn sih",batch_trace
"pemilik ternak asal siapa dong",batch_trace
"apa yang dimaksud titik kritis?",knowledge_query
"nanya dong eartag sapi ini nomor berapa!",batch_trace
"sorry min eartag sapi ini nomor brapa sih",batch_trace
"salam",greeting
"export deh data ke excel dong?",operational_data
"NOMOR RESI PENGIRIMAN BERAPA THANKS",batch_trace
"nomor resi pengiriman brp gak",batch_trace
"apaan itu seo?",out_of_scope
"MIN ID SAPI INI APA SIH",batch_trace
"stunning itu apa sih min",knowledge_query
"follow up temuan udah!",risk_check
"rph tuh singkatan apa?",knowledge_query
"nanya dong semua titik kritis aman please",risk_check
"daftar gak petugas dong",operational_data
"mau tanya sertifikat halal rph pemotong ada kak",batch_trace
"mau tanya oke noted??",greeting
"dokumen batch ya ini lengkap?",batch_trace
"NIH CORRECTIVE ACTION COMPLETION RATE BRAPA?",risk_check
"budget bulanan berapa?",operational_data
"mengerti kak",greeting
"ap bedanya farm dan rph ya",knowledge_query
"mba kondisi keamanan pangan gimana gak",risk_check
"CARA MENABUNG EFEKTIF",out_of_scope
"nomor deh batch berapa kak",batch_trace
"apa tuh surveillance audit?",knowledge_query
"maaf probability of occurrence berapa?",risk_check
"tolong nice gak",greeting
"lihat jejak perjalanan batch nih",batch_trace
"batch itu artinya apaan?",knowledge_query
"btw cara bikin cv thanks",out_of_scope
"summary produksi dong",operational_data
"MAAF JELASKAN POSITIVE LIST BAHAN HALAL",knowledge_query
"MIN RPH ITU APA SIH?",knowledge_query
"nomor batch brapa??",batch_trace
"LOWONGAN KERJA DI RPH ADA?",out_of_scope
"eh data terkini apaan aja?",operational_data
"cara cairkan daging beku",out_of_scope
"near miss incident ada gak?",risk_check
"data terkini apaan aja thanks",operational_data
"btw apa fungsi cold chain?",knowledge_query
"ada berapa batch hari ini?",operational_data
"tolong masih aktif?",greeting
"siapa saja yang bertugas gak",operational_data
"helo",greeting
"mau tanya apaan bedanya mba farm dan rph",knowledge_query
"data pengiriman batch ini ada gak thanks",batch_trace
"mas data terkini apa aja?",operational_data
"prioritas perbaikan risiko yg mana?",risk_check
"APA ITU CONSISTENCY BOT RATIO?",knowledge_query
"tren produksi gimana",operational_data
"cara melamar kerja di mba rph",out_of_scope
"min eartag fungsinya buat apa dong",knowledge_query
"eh kasih data gak produksi",operational_data
"gmn cara cek kehalalan bahan baku",knowledge_query
"konsistensi ahp itu ap?",knowledge_query
"kak apa itu istihalah please",knowledge_query
"btw follow up temuan sudah gak",risk_check
"mau tanya complaint untuk batch ini ada dong",batch_trace
"hei lowongan kerja di rph ada ya",out_of_scope
"mau tanya id sapi ini apa",batch_trace
"perlu mba perbaikan keamanan gak dong",risk_check
"perlu perbaikan keamanan gak ya",risk_check
"tolong risk appetite perusahaan berapa?",risk_check
"sorry lppom itu apa?",knowledge_query
"uji mikrobiologi batch ini hasilnya?",batch_trace
"prosesnya udah sampai tahap mana?",batch_trace
"mau tanya penyakit sapi apaan aja",out_of_scope
"nanya dong apa tu blockchain??",out_of_scope
"tren produksi gimana?",operational_data
"halo ada orang?",greeting
"brp gaji kerja di rph!",out_of_scope
"MAU TANYA JLASIN PROSES SAMAK",knowledge_query
"semua titik kritis aman",risk_check
"kak kpi operasional gimana?",operational_data
"tips beli sapi yang sehat",out_of_scope
"bot rekomendasi perbaikan keamanan apa?",risk_check
"tolong ada update regulasi yng affect risk gak",risk_check
"RECORD PERJALANAN BATCH GIMANA?",batch_trace
"MAU TANYA IYA PAHAM",greeting
"nanya dong risk register sudah kah di-update?",risk_check
"ada warning dari sistem ya risiko??",risk_check
"PENYAKIT SAPI APA AJA?",out_of_scope
"apa tu cerol?",knowledge_query
"sih mau tanya siapa saja yang bertugas?",operational_data
"PRINT DATA RPH",operational_data
"modal ternak bot sapi brapa?",out_of_scope
"HEI LACAK PAKET SHOPEE",out_of_scope
"PERMISI APAAN TUH SURVEILLANCE AUDIT",knowledge_query
"maaf perlu perbaikan keamanan gak ya",risk_check
"min tips wawancara kerja",out_of_scope
"KAK KONSISTENSI AHP TU APAAN?",knowledge_query
"btw shelf life batch ni berapa hari lagi kak",batch_trace
"nanya dong stunning itu apa?",knowledge_query
"risk concentration nih di area mana please",risk_check
"mba maaf jelaskan tentang nkv",knowledge_query
"stress testing hasilnya gimana??",risk_check
"hei probability of occurrence berapa?",risk_check
"sorry progress target produksi gimana",operational_data
"ada residu antibiotik mas di batch ini?",batch_trace
"tolong aturan alkohol dalam produk halal bang gmn?",knowledge_query
"performance rph gimana?",operational_data
"mau tanya profit margin berapa?",operational_data
"fasilitas pemotongan lolos standar gak ya",risk_check
"risk trend bulan ini naik atau turun?",risk_check
"mas good",greeting
"mau tanya eartag sapi ini nomor berapa?",batch_trace
"mas minta bantuan",greeting
"tolong kasih data produksi",operational_data
"apakah mitigasi risiko sudah efektif",risk_check
"hallo please",greeting
"jlasin proses samak!",knowledge_query
"risk trend bulan ni naik atau turun?",risk_check
"nanya dong risk register udah gak di-update min",risk_check
"min kualitas batch ini masih bagus",risk_check
"permisi risiko investasi properti",out_of_scope
"daftar petugas dong",operational_data
"konsistensi ahp itu apa?",knowledge_query
"shelf life batch ini berapa hari lagi",batch_trace
"MAS DAGING SAPI PALSU CIRINYA APA?",out_of_scope
"dong kak dadah!",greeting
"apa bedanya farm dan rph mas ya",knowledge_query
"permisi salam kenal??",greeting
"btw efisiensi produksi brapa?",operational_data
"eh rph tangerang risikonya gimana!",risk_check
"apa itu ccp?",knowledge_query
"min jelaskan proses samak",knowledge_query
"sorry gak wassalam",greeting
"eh ada masalah keamanan gak",risk_check
"dokumen batch ini lengkap?",batch_trace
"standar keamanan terpenuhi gak?",risk_check
"apa tu blockchain thanks",out_of_scope
"btw proses pemotongan sesuai standar?",risk_check
"nanya dong pdf laporan kak bulanan ada ya",operational_data
"nanya dong bagus",greeting
"btw probability of occurrence berapa?",risk_check
"testing",greeting
"nice!",greeting
"brp gaji kerja di rph?",out_of_scope
"btw oke deh thanks",greeting
"btw siapa yng terima di gudang",batch_trace
"min prioritas perbaikan risiko yang mana",risk_check
"log pergerakan batch ada",batch_trace
"min risk appetite perusahaan brp?",risk_check
"AP TU MACHINE LEARNING MIN",out_of_scope
"kah nanya dong dadah",greeting
"sorry stress testing hasilnya gimana?",risk_check
"bot min cp1 itu apaan?",knowledge_query
